,Dtype,sample_data_1,sample_data_2,sample_data_3,sample_data_4,sample_data_5,max,min,mean,std,median,Correlation with price_doc,top_corr_1,top_corr_2,top_corr_3,top_corr_4,top_corr_5,missing_values_count,missing_values_percentage,Drop it,Importance_level,Comment
zd_vokzaly_avto_km,float64,20.96112127,1.741006511,6.577348696,4.898716963,5.548135764,38.45779763,0.136715439,9.985644912469049,5.279348834380853,10.105525635,0.28406855884521937,bulvar_ring_km,sadovoe_km,kremlin_km,ttk_km,basketball_km,0.0,0.0,0,1, 
ID_railroad_terminal,int64,32,121,83,50,97,121,5,61.77739159218802,38.84619136578424,50.0,0.0841277871834813,water_treatment_km,big_market_km,trc_sqm_5000,oil_chemistry_km,incineration_raion_no,0.0,0.0,0,1, 
bus_terminal_avto_km,float64,1.527929071,2.867870582,4.273009892,11.64482323,1.662963077,31.19832784,0.062026030999999995,7.5569256700973195,5.148939437132804,6.373102714,0.16017591466716827,radiation_km,oil_chemistry_km,metro_km_avto,metro_min_walk,metro_km_walk,0.0,0.0,0,1, 
ID_bus_terminal,int64,9,5,5,5,10,14,1,6.17593512082092,3.830500378700913,5.0,0.050832855582151094,sub_area_Nekrasovka,incineration_raion_yes,ID_metro,office_km,ID_railroad_station_walk,0.0,0.0,0,1, 
oil_chemistry_km,float64,17.39940846,12.92547809,16.24874035,15.39121457,5.559857736,44.9668898,0.510709937,13.007130692743297,6.658626145928617,13.14052675,0.12072364337536509,radiation_km,ttk_km,sadovoe_km,bus_terminal_avto_km,bulvar_ring_km,0.0,0.0,0,1, 
nuclear_reactor_km,float64,11.11273115,5.723309043,2.925963119,4.591788651,13.39550945,23.66451684,0.309810795,7.108884033210196,4.537249175356667,6.3152454095,0.25794567442733374,basketball_km,thermal_power_plant_km,zd_vokzaly_avto_km,ttk_km,radiation_km,0.0,0.0,0,1, 
radiation_km,float64,2.845754948,3.1379171,2.045009333,1.669398484,1.253866636,22.38656895,0.00545698,1.8214761172593512,1.905280516370762,1.4123760680000002,0.1928627587810076,basketball_km,thermal_power_plant_km,power_transmission_line_km,park_km,metro_km_walk,0.0,0.0,0,1, 
power_transmission_line_km,float64,0.596338623,1.721329943,0.727548423,3.323360625,1.737605324,18.36959139,0.034355791000000004,1.8793371987884806,1.6986233931728862,1.543253666,0.15553397858411355,radiation_km,metro_km_walk,metro_min_walk,metro_km_avto,ts_km,0.0,0.0,0,1, 
thermal_power_plant_km,float64,3.779496943,4.060103321,0.751121854,2.951373081,3.490974123,23.54100865,0.40056297399999996,4.353045883256703,2.268262811432954,4.12422286,0.21041744385575772,radiation_km,basketball_km,ttk_km,park_km,power_transmission_line_km,0.0,0.0,0,1, 
ts_km,float64,4.937518367,3.908739343,2.219887307,4.591204896,5.583916669,19.87151222,0.0,3.3429085627330353,2.1918124586996433,3.2172596415,0.1618258427526955,exhibition_km,metro_km_walk,metro_min_walk,metro_km_avto,power_transmission_line_km,0.0,0.0,0,1, 
big_market_km,float64,11.12182278,20.52704248,20.93413505,14.88515914,20.94989797,42.94235678,0.66136622,12.047596166595165,6.4072462227344396,11.23322135,0.048294823031767395,mosque_km,radiation_km,oil_chemistry_km,power_transmission_line_km,metro_km_walk,0.0,0.0,0,1, 
market_shop_km,float64,1.974416114,1.549000959,1.670225362,4.752743924,3.44683007,10.47793673,0.039567416,2.4124167834652432,1.712089575848896,2.014228522,0.17446006168473377,workplaces_km,university_km,area_m,public_healthcare_km,kindergarten_km,0.0,0.0,0,1, 
fitness_km,float64,0.147876365,0.717008477,1.054407091,0.803325342,0.652234095,5.098578408,0.0,0.5160734919329691,0.3370854171878823,0.4542627495,0.1911197689430425,public_healthcare_km,workplaces_km,swim_pool_km,big_church_km,school_km,0.0,0.0,0,1, 
swim_pool_km,float64,0.832837924,1.566939805,3.032885723,1.169439391,1.777142852,11.10293658,0.0,2.0581988838207548,1.1380813190935601,1.8827861444999998,0.21179790433888884,big_church_km,shopping_centers_km,school_km,preschool_km,public_healthcare_km,0.0,0.0,0,1, 
ice_rink_km,float64,7.190304587,1.913328337,4.10911272,4.899320142,2.357607765,11.35228832,0.0,4.318020066053128,2.4430029323396827,3.9778431089999997,0.15207519483868678,swim_pool_km,shopping_centers_km,university_km,big_church_km,workplaces_km,0.0,0.0,0,1, 
stadium_km,float64,12.76742555,1.48039324,5.043481739,5.743139412,2.011099445,29.14203585,0.11474559699999999,4.803137665393744,3.3066902986458353,4.1669403439999995,0.23692409745674278,ttk_km,sadovoe_km,exhibition_km,bulvar_ring_km,basketball_km,0.0,0.0,0,1, 
basketball_km,float64,5.051351897,0.528782963,2.127667952,2.051037555,1.206726145,18.189137300000002,0.022658512999999998,1.916076507884806,1.699570813591389,1.490302609,0.2234615803391633,radiation_km,thermal_power_plant_km,ttk_km,stadium_km,zd_vokzaly_avto_km,0.0,0.0,0,1, 
hospice_morgue_km,float64,1.358472979,1.376509941,1.561535585,2.487806506,0.786797485,7.098634632,0.002516713,1.3879242382317114,0.8588862442995162,1.2908455855,0.15045301983252216,workplaces_km,school_km,preschool_km,kindergarten_km,university_km,0.0,0.0,0,1, 
detention_facility_km,float64,18.74028557,2.836020394,2.726173384,8.152410948,3.894174951,34.78780566,0.041227084,8.431474987822908,5.517886621654232,7.167474740499999,0.2230610937361749,zd_vokzaly_avto_km,basketball_km,ttk_km,bulvar_ring_km,sadovoe_km,0.0,0.0,0,1, 
public_healthcare_km,float64,0.33950839,1.577524316,1.598021012,1.425249722,0.704177139,7.280019437999999,0.002656951,1.6509374443674283,1.044809602786897,1.4253983565,0.17372604608563974,school_km,preschool_km,big_church_km,swim_pool_km,shopping_centers_km,0.0,0.0,0,1, 
university_km,float64,12.85278085,2.595419519,2.399594451,1.682622532,1.65433339,15.27138566,0.000930785,3.102815489971863,2.6639421727331074,2.2977666985000003,0.21855163449338644,theater_km,museum_km,workplaces_km,basketball_km,zd_vokzaly_avto_km,0.0,0.0,0,1, 
workplaces_km,float64,2.926501084,1.092273885,0.330125717,2.586199606,0.492325041,12.7759655,0.0,1.5894436841656738,1.2886337012668991,1.2152613540000001,0.20930241593672078,basketball_km,university_km,school_km,preschool_km,big_church_km,0.0,0.0,0,1, 
shopping_centers_km,float64,0.583624736,0.375232366,1.056132565,1.239312676,1.163794747,2.543044847,0.0,0.6786516503282025,0.41986622546901076,0.616156024,0.17829277374178817,swim_pool_km,school_km,preschool_km,big_church_km,public_healthcare_km,0.0,0.0,0,1, 
office_km,float64,2.477760198,0.375232366,0.431343308,0.360791929,0.585300339,4.563643263,0.0,0.793701384687024,0.656073452172205,0.6076946505,0.2234289636167142,shopping_centers_km,workplaces_km,swim_pool_km,university_km,basketball_km,0.0,0.0,0,1, 
additional_education_km,float64,1.435576416,1.561071234,1.97000376,0.798943397,0.655639972,5.369671502999999,0.0,0.8886921855643827,0.6854095724087856,0.748680007,0.14785254626229785,school_km,preschool_km,area_m,kindergarten_km,public_transport_station_km,0.0,0.0,0,1, 
preschool_km,float64,0.183502867,0.508434828,0.740137648,0.859276759,0.430971796,1.808167871,0.0,0.4634348253786826,0.2644168909915634,0.4108604905,0.14437972317543749,school_km,public_healthcare_km,big_church_km,shopping_centers_km,swim_pool_km,0.0,0.0,0,1, 
big_church_km,float64,0.997177863,0.986995054,1.799489855,0.210423515,0.43528624,4.997671599999999,0.004071872,1.1428399026555778,0.7397593337667799,1.0023044715,0.19353955171590162,school_km,preschool_km,public_healthcare_km,swim_pool_km,shopping_centers_km,0.0,0.0,0,1, 
church_synagogue_km,float64,0.963190809,0.897687482,1.453829445,0.210789588,0.438948503,2.7433845389999996,0.003270191,0.785736298459616,0.47593565688825007,0.721523849,0.11819683486494845,sub_area_Poselenie Novofedorovskoe,public_transport_station_min_walk,public_transport_station_km,kindergarten_km,hospice_morgue_km,0.0,0.0,0,1, 
mosque_km,float64,3.443680846,4.113722895,5.605894644,1.66761577,6.717057451,30.02462291,0.036308627,5.482309606486263,3.3312854755446812,4.8877896075,0.16622598433787683,radiation_km,park_km,power_transmission_line_km,thermal_power_plant_km,metro_km_avto,0.0,0.0,0,1, 
theater_km,float64,15.59132308,1.620325059,6.080024489,4.743764914,3.071808788,26.46780164,0.0733629,6.133475507368421,4.705734336099319,4.770528672999999,0.21602540368556292,museum_km,university_km,workplaces_km,bulvar_ring_km,sadovoe_km,0.0,0.0,0,1, 
museum_km,float64,8.809825132,3.149224014,4.276118626,2.081425673,3.545843202,16.43785826,0.007902693,4.281234778270771,2.8795163774138564,3.5520431689999996,0.19674215219046798,theater_km,university_km,workplaces_km,public_healthcare_km,school_km,0.0,0.0,0,1, 
exhibition_km,float64,7.181592169,3.292298842,1.606754285,4.516821297,1.602522388,22.06545334,0.02260251,2.89230405402913,2.1881516385325033,2.5152884540000002,0.20787673052365105,stadium_km,ttk_km,ts_km,basketball_km,radiation_km,0.0,0.0,0,1, 
catering_km,float64,0.432897317,0.063600237,0.334167559,0.213653776,0.257596359,0.49958581,0.0005030459999999999,0.2435384028245614,0.12698332746232205,0.235013535,0.21079328454853666,swim_pool_km,workplaces_km,zd_vokzaly_avto_km,fitness_km,basketball_km,0.0,0.0,0,1, 
ecology,object,good,poor,poor,satisfactory,poor,satisfactory,excellent,,,,,,,,,,,,0,1, 
green_part_500,float64,7.49,17.62,0.0,0.0,12.15,82.43,0.0,8.935489904005296,9.99293769987143,5.87,0.05419072269781061,green_part_1000,green_part_1500,green_part_2000,railroad_station_avto_min,sub_area_Poselenie Filimonkovskoe,0.0,0.0,0,1, 
prom_part_500,float64,0.0,0.0,63.03,22.97,0.0,97.47,0.0,5.914523336643496,12.602802784291017,0.0,0.009009216979978986,prom_part_1000,prom_part_1500,prom_part_2000,prom_part_3000,sub_area_Nagornoe,0.0,0.0,0,1, 
office_count_500,int64,0,2,1,2,0,34,0,1.4687189672293943,3.091834697263184,0.0,0.18510864658117074,office_count_1000,office_count_1500,office_count_2000,office_count_3000,cafe_count_3000,0.0,0.0,0,1, 
office_sqm_500,int64,0,28000,11080,5686,0,611015,0,26622.410460112547,59030.05362383346,0.0,0.1332198253525015,office_count_500,office_sqm_1000,office_count_1000,office_sqm_1500,office_sqm_2000,0.0,0.0,0,1, 
trc_count_500,int64,0,1,0,0,0,8,0,0.755379013571665,1.3250449472538006,0.0,0.0638324963769761,trc_count_1000,trc_sqm_500,trc_count_1500,cafe_count_500_price_500,cafe_count_500,0.0,0.0,0,1, 
trc_sqm_500,int64,0,11695,0,0,0,892600,0,26443.3227408143,81416.51241087553,0.0,0.0003738458716374007,trc_sqm_1000,trc_count_500,cafe_count_1000_price_4000,trc_count_1000,cafe_count_1000_price_500,0.0,0.0,0,1, 
cafe_count_500,int64,1,8,3,3,2,120,1,6.9328037073816615,13.392009654264125,3.0,0.11881273053302288,cafe_count_500_price_500,cafe_count_1000,cafe_count_1000_price_1500,cafe_count_1500,cafe_count_1500_price_1500,0.0,0.0,0,1, 
cafe_sum_500_min_price_avg,float64,500.0,528.57,1000.0,1500.0,500.0,4000.0,300.0,725.7729410791129,325.14280712761104,668.4649999999999,0.03643002360466157,cafe_avg_price_500,cafe_sum_500_max_price_avg,cafe_sum_1000_max_price_avg,cafe_avg_price_1000,cafe_sum_1000_min_price_avg,13281.0,0.43585704440287487,0,1, 
cafe_sum_500_max_price_avg,float64,1000.0,928.57,1666.67,2500.0,1000.0,6000.0,500.0,1223.6707282356836,493.37109330679533,1166.67,0.03790660011379693,cafe_avg_price_500,cafe_sum_500_min_price_avg,cafe_sum_1000_max_price_avg,cafe_avg_price_1000,cafe_sum_1000_min_price_avg,13281.0,0.43585704440287487,0,1, 
cafe_avg_price_500,float64,750.0,728.57,1333.33,2000.0,750.0,5000.0,400.0,974.7218139688845,408.0152720630716,916.67,0.03743845749369473,cafe_sum_500_max_price_avg,cafe_sum_500_min_price_avg,cafe_sum_1000_max_price_avg,cafe_avg_price_1000,cafe_sum_1000_min_price_avg,13281.0,0.43585704440287487,0,1, 
cafe_count_500_na_price,int64,0,1,0,1,0,13,0,0.5163853028798411,1.5790633705228385,0.0,0.04915290025437456,cafe_count_1000_na_price,cafe_count_1000_price_500,cafe_count_1000,cafe_count_500,cafe_count_1000_price_4000,0.0,0.0,0,1, 
cafe_count_500_price_500,int64,0,4,0,0,0,33,0,1.7206223104932141,3.6281927405401553,1.0,0.09483515287914909,cafe_count_500,cafe_count_1000_price_500,cafe_count_1000,cafe_count_1500_price_500,cafe_count_1500,0.0,0.0,0,1, 
cafe_count_500_price_1000,int64,1,2,1,1,2,37,0,1.9059913935782853,2.8866061621164096,1.0,0.1789935525563643,cafe_count_500,cafe_count_1000_price_1000,cafe_count_500_price_1500,cafe_count_500_price_500,cafe_count_1500_price_1000,0.0,0.0,0,1, 
cafe_count_500_price_1500,int64,0,0,1,0,0,29,0,1.5850711684872558,2.8796063382633723,1.0,0.14987465134348177,cafe_count_500,cafe_count_1000_price_1500,cafe_count_1000,cafe_count_1500_price_1500,cafe_count_1000_price_1000,0.0,0.0,0,1, 
cafe_count_500_price_2500,int64,0,1,1,0,0,21,0,0.9203905991393578,2.541257246393987,0.0,0.07901482261878501,cafe_count_1000_price_2500,cafe_count_1000,cafe_count_500,cafe_count_1500,cafe_count_1500_price_2500,0.0,0.0,0,1, 
cafe_count_500_price_4000,int64,0,0,0,1,0,14,0,0.2333664349553128,0.8515887104028855,0.0,0.07449539548280489,cafe_count_1000_price_4000,cafe_count_1500_price_4000,cafe_count_500_price_2500,cafe_count_2000_price_4000,cafe_count_1000_price_2500,0.0,0.0,0,1, 
cafe_count_500_price_high,int64,0,0,0,0,0,3,0,0.05097649784839457,0.252220477861183,0.0,0.054392290393077726,cafe_count_1500_price_4000,cafe_count_2000_price_4000,cafe_count_2000_price_high,cafe_count_1000_price_4000,cafe_count_1500_price_high,0.0,0.0,0,1, 
big_church_count_500,int64,0,0,0,1,1,10,0,0.4460443561734525,1.3597246999829935,0.0,0.026165752334627392,church_count_500,big_church_count_1500,church_count_1000,big_church_count_1000,big_church_count_2000,0.0,0.0,0,1, 
church_count_500,int64,0,0,0,1,1,17,0,0.819430652101953,2.449422123114549,0.0,0.014657535511391947,church_count_1000,big_church_count_500,church_count_1500,big_church_count_1500,church_count_2000,0.0,0.0,0,1, 
mosque_count_500,int64,0,0,0,0,0,1,0,0.004965243296921549,0.07029514562855181,0.0,0.018473715675225075,mosque_count_1000,mosque_count_1500,sub_area_Obruchevskoe,mosque_count_2000,sub_area_Nagornoe,0.0,0.0,0,1, 
leisure_count_500,int64,0,0,0,0,0,9,0,0.14184045018205893,0.5914810354478693,0.0,0.1604698134716309,leisure_count_1000,office_count_500,leisure_count_1500,office_count_1000,cafe_count_1000_price_high,0.0,0.0,0,1, 
sport_count_500,int64,2,1,0,0,1,11,0,1.4520026481297583,1.8981944028613267,1.0,0.09254364765949429,sport_count_1000,big_church_count_1500,big_church_count_2000,cafe_count_1000_price_500,cafe_count_2000_price_1000,0.0,0.0,0,1, 
market_count_500,int64,0,0,0,0,0,4,0,0.20953326713008938,0.54869348421031,0.0,0.040401823216428615,market_count_1000,market_count_1500,market_count_2000,cafe_count_500_price_500,cafe_count_500_na_price,0.0,0.0,0,1, 
green_part_1000,float64,41.15,14.7,3.43,9.96,11.59,64.2,0.0,12.372169811320754,10.13412105922699,9.15,0.059230443038243784,green_part_1500,green_part_500,green_part_2000,green_part_3000,green_zone_part,0.0,0.0,0,1, 
prom_part_1000,float64,0.0,10.25,50.5,11.67,0.0,70.15,0.0,8.958831512744124,12.442587440451812,3.63,0.05919209247594663,prom_part_1500,prom_part_2000,prom_part_500,prom_part_3000,indust_part,0.0,0.0,0,1, 
office_count_1000,int64,0,4,2,4,2,90,0,5.985766302548825,11.51523735144263,2.0,0.17620656637573184,office_count_1500,office_count_2000,office_count_3000,cafe_count_3000,cafe_count_3000_price_500,0.0,0.0,0,1, 
office_sqm_1000,int64,0,88816,16765,38069,40500,2244723,0,111414.33664349552,180752.05789322162,36096.0,0.15506799465001325,office_sqm_1500,office_sqm_2000,office_count_1000,office_count_1500,office_sqm_3000,0.0,0.0,0,1, 
trc_count_1000,int64,5,1,0,0,0,20,0,2.6193313472360145,3.446290480538857,2.0,0.07780639814125287,trc_count_1500,trc_count_2000,cafe_count_1000_price_500,trc_sqm_1000,cafe_count_1000,0.0,0.0,0,1, 
trc_sqm_1000,int64,26538,11695,0,0,0,942600,0,81240.70291294274,155367.1036767462,25106.0,0.04156968372064023,trc_sqm_1500,trc_count_1000,trc_sqm_500,cafe_count_1000_price_500,cafe_count_1000_price_4000,0.0,0.0,0,1, 
cafe_count_1000,int64,4,22,7,15,6,445,1,26.143164515061237,55.50321653415435,10.0,0.10584245130207644,cafe_count_1500,cafe_count_1000_price_500,cafe_count_1500_price_1500,cafe_count_1000_price_1500,cafe_count_1500_price_500,0.0,0.0,0,1, 
cafe_sum_1000_min_price_avg,float64,825.0,966.67,1083.33,891.67,550.0,2375.0,300.0,719.0025339291626,189.58983154626645,700.0,0.08907272586661273,cafe_avg_price_1000,cafe_sum_1000_max_price_avg,cafe_sum_1500_min_price_avg,cafe_avg_price_1500,cafe_sum_1500_max_price_avg,6524.0,0.21410521479439468,0,1, 
cafe_sum_1000_max_price_avg,float64,1375.0,1595.24,1833.33,1458.33,1000.0,3750.0,500.0,1213.0518139688845,291.038044871244,1187.5,0.08177999040519547,cafe_avg_price_1000,cafe_sum_1000_min_price_avg,cafe_sum_1500_max_price_avg,cafe_avg_price_1500,cafe_sum_1500_min_price_avg,6524.0,0.21410521479439468,0,1, 
cafe_avg_price_1000,float64,1100.0,1280.95,1458.33,1175.0,775.0,3062.5,400.0,966.0272922873221,239.79568921372658,943.75,0.0850096603503458,cafe_sum_1000_max_price_avg,cafe_sum_1000_min_price_avg,cafe_avg_price_1500,cafe_sum_1500_max_price_avg,cafe_sum_1500_min_price_avg,6524.0,0.21410521479439468,0,1, 
cafe_count_1000_na_price,int64,0,1,1,3,0,28,0,1.6828864614366104,3.8187370859555743,1.0,0.1116528183985661,cafe_count_1500_na_price,cafe_count_1000,cafe_count_2000_na_price,cafe_count_1500,cafe_count_1500_price_1500,0.0,0.0,0,1, 
cafe_count_1000_price_500,int64,1,6,0,4,1,112,0,6.889109566368752,15.926185589175729,3.0,0.08077684505657817,cafe_count_1000,cafe_count_1500_price_500,cafe_count_1500,cafe_count_1500_price_1500,cafe_count_2000_price_500,0.0,0.0,0,1, 
cafe_count_1000_price_1000,int64,1,7,2,3,4,99,0,6.8757034094670635,11.000998083118743,4.0,0.15641057034806144,cafe_count_1500_price_1000,cafe_count_1000,cafe_count_1000_price_1500,cafe_count_1500,cafe_count_2000_price_1000,0.0,0.0,0,1, 
cafe_count_1000_price_1500,int64,1,3,1,3,1,104,0,6.062396557431314,12.393572596230602,2.0,0.11904056681658202,cafe_count_1000,cafe_count_1500_price_1500,cafe_count_1500,cafe_count_2000_price_1500,cafe_count_2000,0.0,0.0,0,1, 
cafe_count_1000_price_2500,int64,1,2,3,0,0,79,0,3.3088381330685204,8.80818519766476,1.0,0.09053159408401408,cafe_count_1000,cafe_count_1500_price_2500,cafe_count_1500,cafe_count_2000_price_2500,cafe_count_1500_price_1500,0.0,0.0,0,1, 
cafe_count_1000_price_4000,int64,0,2,0,2,0,40,0,1.1966236345580934,4.560222769088748,0.0,0.03626816221978054,cafe_count_1500_price_4000,cafe_count_1000_price_2500,cafe_count_2000_price_4000,cafe_count_1000,cafe_count_1000_price_500,0.0,0.0,0,1, 
cafe_count_1000_price_high,int64,0,1,0,0,0,7,0,0.12760675273088382,0.5124852691298243,0.0,0.16917529599078784,cafe_count_1500_price_high,cafe_count_3000_price_high,cafe_count_2000_price_high,cafe_count_3000_price_4000,cafe_count_3000_price_2500,0.0,0.0,0,1, 
big_church_count_1000,int64,1,1,0,1,1,27,0,1.402019198940748,2.9852169944886024,0.0,0.08625790388838701,big_church_count_1500,big_church_count_2000,church_count_1000,church_count_1500,church_count_2000,0.0,0.0,0,1, 
church_count_1000,int64,1,1,0,3,2,38,0,2.71582257530619,5.9199128270429995,1.0,0.053885722898303026,church_count_1500,church_count_2000,big_church_count_1500,big_church_count_2000,church_count_500,0.0,0.0,0,1, 
mosque_count_1000,int64,0,0,0,0,0,1,0,0.022343594836146972,0.1478106038920415,0.0,0.08930795115017816,mosque_count_1500,mosque_count_500,mosque_count_2000,sub_area_Obruchevskoe,sub_area_Juzhnoe Butovo,0.0,0.0,0,1, 
leisure_count_1000,int64,0,1,0,0,0,30,0,0.8027143330023171,2.2579417304907294,0.0,0.09957111544151764,leisure_count_1500,leisure_count_2000,cafe_count_1000,cafe_count_1500,cafe_count_1500_price_2500,0.0,0.0,0,1, 
